书名,编绘,出版社,出版月份,开本,印数（千册）,页数,定价,年,来源,
小巧儿想办法,朱蔼初、郭锦锡设计、潘晋华绘,少儿,,56,,,0.13元,1962,Ref004: 387,
小山羊和小老虎,贺友直,少儿,,,,,,1962,Ref004: 387,
春秋故事,刘继卣,少儿,,,,,,1962,Ref004: 387,
战国故事,刘继卣,少儿,,,,,,1962,Ref004: 387,
赵巧儿送灯台,丁斌曾,少儿,12月,20,,,0.36元,1962,Ref004: 387,
渔场上的小哨兵,毛震跃,少儿,12月,20,,,,1962,Ref004: 387,
董存瑞,左林编、华三川绘,少儿,2月,20,,,0.48元,1962,Ref004: 387,
梅花小鹿,朱竹庄编绘,山西人民,,60,,,0.18元,1962,Ref004: 387,
一棵大白菜,王季温改编、王志英绘,河北人美,,60,,,0.06元,1962,Ref004: 387,
少年英雄吕锡三,钤广礼改、周雪芬绘,河北人美,,60,,,0.16元,1962,Ref004: 387,
玉春和瓦夏,史式改编、韩伍绘,河北人美,,60,,,0.23元,1962,Ref004: 387,
白鹅,黄洵瑞改编、杨玉华绘,河北人美,,60,,,0.16元,1962,Ref004: 387,
花蝴蝶的故事,吕荫樾改编、吴菊芬绘,河北人美,,60,,,0.11元,1962,Ref004: 387,
勇敢的小山羊,王志英编绘,河北人美,,48,,,0.12元,1962,Ref004: 387,
小象,程中岳改编、李梗、薛世哲绘,辽宁美术,,48,,,0.13元,1962,Ref004: 387,
不平常的探险旅行,王弘力译,辽宁美术,,30,,,0.16元,1962,Ref004: 387,
地下少先队,万家春改编、高适绘画,辽宁美术,,60,,,0.33元,1962,Ref004: 387,
怒打金钱豹,张彬编绘,辽宁美术,,60,,,0.08元,1962,Ref004: 387,
侦察小英雄郭滴海,史言改编、邓平、刘小音画,吉林人民,,60,,,0.10元,1962,Ref004: 387,
什么好，什么不好（朝鲜文本）,秦榛写、潘晋华绘、本社译,延边人民,,40,,,0.11元,1962,Ref004: 387,
英勇的徐学惠（朝鲜文本）,王天华编著、范一辛绘,延边人民,,24,,,0.30元,1962,Ref004: 387,
鸭老大,陶同编文、肖里绘图,黑龙江美术,,60,,,0.12元,1962,Ref004: 387,
五彩路,辛田改编、乐小英、戴敦邦绘,江苏人民,,60,,,0.22元,1962,Ref004: 387,
紫水河边的故事,明程编绘,山东人民,,60,,,0.15元,1962,Ref004: 387,
红色少年李祖錥,诗陶编、黄本贵画,江西青少年,,60,,,0.14元,1962,Ref004: 387,
小白兔,孟秉坤、叶建森编绘,湖南人民,,60,,,0.04元,1962,Ref004: 387,
机智的儿童团员,曾纪荣编、谭尔康绘图,湖南人民,,60,,,0.09元,1962,Ref004: 387,
"""小茶碗""变成""大脸盆""",周勤改编、李云生绘,河南人民,,60,,,0.09元,1962,Ref004: 387,
巧越封锁线,贾品改编、吴懋祥绘,河南人民,,60,,,0.13元,1962,Ref004: 387,
两代少年,张有德编、易至群绘,河南人民,,60,,,0.12元,1962,Ref004: 387,
堵决口,贾品改编、张中良绘,河南人民,,168,,,0.05元,1962,Ref004: 387,
黑小小和小白花,童雪芝编绘,河南人民,,60,,,0.11元,1962,Ref004: 388,
小白兔与大黑熊,热光编绘,宁夏人民,,60,,,0.10元,1962,Ref004: 388,
三号瞭望哨（维吾尔新文字版）,黎汝清写、范一辛绘、哈斯木・霍加也夫译,少年儿童、新疆青年,,28,,,0.46元,1962,Ref004: 388,
牛头山（岳传之八）,陈惠冠绘,人美,,60,,,0.28元,1963,Ref004: 389,
水帘洞（西游记故事连环画）,刘继卣绘,人美,,48,,,0.23元,1963,Ref004: 389,
无穷的水源,曹作锐改编、刘国辉绘,人美,,48,,,0.27元,1963,Ref004: 389,
甲午海战,林锴编绘,人美,,48,,,0.34元,1963,Ref004: 389,
交通站的故事,大鲁改编、华三川绘,人美,,48,,,0.35元,1963,Ref004: 389,
刘三姐,唐长风、潘伯羽改编、邓二龙绘,人美,,48,,,0.24元,1963,Ref004: 389,
我要读书,王绪阳、贲庆余绘,人美,,48,,,0.24元,1963,Ref004: 389,
穷棒子扭转乾坤,姜维朴编、刘继卣绘,人美,3月,60,,,0.20元,1963,Ref004: 389,
穷棒子扭转乾坤,姜维朴编、刘继卣绘,人美,,48,,,0.42元,1963,Ref004: 389,
英雄村,王素改编、华三川绘,人美,,48,,,0.32元,1963,Ref004: 389,
屈原,董子畏编、刘旦宅绘,人美,,48,,,0.31元,1963,Ref004: 389,
英雄列车,叶惠元改编、赵隆义绘,人美,,48,,,0.31元,1963,Ref004: 389,
林则徐,沈基宇改编、朱光玉绘,人美,,48,,,0.42元,1963,Ref004: 389,
活愚公,万家春改编、王仲清绘,人美,,48,,,0.23元,1963,Ref004: 389,
星火燎原,陈少云、肖德生改编、童介眉绘,人美,,48,,,0.43元,1963,Ref004: 389,
南京路上好八连,王稼穰等改编、高山、尤崇仁绘,人美,,48,,,0.21元,1963,Ref004: 389,
钢铁是怎样炼成的（上集）,王素改编、毅进绘,人美,,48,,,0.54元,1963,Ref004: 389,
钢铁是怎样炼成的（下集）,夏星改编、毅进绘,人美,,48,,,0.53元,1963,Ref004: 389,
胆剑篇,邱扬改编、陈长明填曲、程十发绘,人美,,48,,,1.84元,1963,Ref004: 389,
草原医生,孙克改编、宁里绘,人美,,48,,,0.30元,1963,Ref004: 389,
祝福,永祥等绘,人美,,48,,,0.18元,1963,Ref004: 389,
梁山伯与祝英台,司徒佩韦改编、王叔晖绘,人美,,48,,,0.32元,1963,Ref004: 389,
智取威虎山,王星北改编、罗兴、王亦秋绘,人美,,48,,,0.46元,1963,Ref004: 389,
筋斗云（西游记故事连环画）,刘继卣绘,人美,,48,,,0.29元,1963,Ref004: 389,
雷锋,姜维朴等改编、费声福等绘,人美,,48,,,0.28元,1963,Ref004: 389,
车轮飞转,星索改编、张白羽绘,朝花,,48,,,0.25元,1963,Ref004: 389,
虹,包玉堂作诗、王仲清绘,朝花,,48,,,0.26元,1963,Ref004: 389,
红珊瑚,叶惠元改编、童介眉绘,朝花,,48,,,0.42元,1963,Ref004: 389,
孙安动本,魏源改编、张鹿山绘,朝花,,48,,,0.24元,1963,Ref004: 389,
杨乃武与小白菜,笑民改编、江栋良绘,朝花,,48,,,0.31元,1963,Ref004: 389,
神火,费声福编绘,朝花,,48,,,0.33元,1963,Ref004: 389,
昨天,叶惠元改编、起雄绘,朝花,,48,,,0.44元,1963,Ref004: 389,
羞皇岛,金甫改编、向辛配词、任率英绘,朝花,,48,48,,0.25元,1963,Ref004: 389,
格林卡,欧阳彬改编、高燕绘,朝花,,48,,,0.29元,1963,Ref004: 389,
搜书院,左笑鸿改编、戴仁绘,朝花,,48,,,0.29元,1963,Ref004: 389,
碧血扬州,魏镇清改编、夏汝健绘,朝花,,48,,,0.24元,1963,Ref004: 389,
大李、小李和老李（电影连环画册）,陈彻改编,中国电影,,60,,,0.34元,1963,Ref004: 389,
女理发师（电影连环画册）,马捷改编,中国电影,,64,,,0.20元,1963,Ref004: 389,
马门教授（电影连环画册）,陈彻改编,中国电影,,64,,,0.37元,1963,Ref004: 390,
山鹰之歌（电影连环画册）,陈彻改编,中国电影,,64,,,0.37元,1963,Ref004: 390,
中锋在黎明前死去（电影连环画册）,陈彻改编,中国电影,,60,,,0.20元,1963,Ref004: 390,
分界线上的乡村（电影连环画册）,雷霆改编,中国电影,,60,,,0.70元,1963,Ref004: 390,
北大荒人（电影连环画册）,文飘改编,中国电影,,60,,,0.32元,1963,Ref004: 390,
东进序曲（电影连环画册）,雷霆改编,中国电影,,64,,,0.34元,1963,Ref004: 390,
他们也在战斗（电影连环画册）,马捷改编,中国电影,,64,,,0.23元,1963,Ref004: 390,
甲午风云（电影连环画册）,陈彻改编,中国电影,,64,,,0.48元,1963,Ref004: 390,
冬梅（电影连环画册）,文飘改编,中国电影,,64,,,0.32元,1963,Ref004: 390,
红珊瑚（电影连环画册）,马捷改编,中国电影,,64,,,0.24元,1963,Ref004: 390,
红色宣传员（电影连环画册）,雷霆改编,中国电影,,64,,,0.26元,1963,Ref004: 390,
孙安动本（电影连环画册）,陈彻改编,中国电影,,64,,,0.29元,1963,Ref004: 390,
阿尔及利亚的姑娘（电影连环画册）,雷霆改编,中国电影,,64,,,0.33元,1963,Ref004: 390,
阿娜尔罕（电影连环画册）,文飘改编,中国电影,,64,,,0.30元,1963,Ref004: 390,
李双双（电影连环画册）,孙青改编,中国电影,,64,,,0.36元,1963,Ref004: 390,
松川事件（电影连环画册）,陈彻改编,中国电影,,64,,,0.43元,1963,Ref004: 390,
柳毅传书（电影连环画册）,文飘改编,中国电影,,64,,,0.20元,1963,Ref004: 390,
神童（电影连环画册）,陈彻改编,中国电影,,64,,,0.24元,1963,Ref004: 390,
哥俩好（电影连环画册）,孙青改编,中国电影,,64,,,0.40元,1963,Ref004: 390,
昆仑山上一棵草（电影连环画册）,孙青改编,中国电影,,64,,,0.25元,1963,Ref004: 390,
鄂尔多斯风暴（电影连环画册）,雷霆改编,中国电影,,60,,,0.43元,1963,Ref004: 390,
停战以后（电影连环画册）,文飘改编,中国电影,,64,,,0.42元,1963,Ref004: 390,
槐树庄（电影连环画册）,雷霆改编,中国电影,,64,,,0.33元,1963,Ref004: 390,
锦上添花（电影连环画册）,文飘改编,中国电影,,64,,,0.30元,1963,Ref004: 390,
蔓萝花（电影连环画册）,孙青改编,中国电影,,64,,,0.26元,1963,Ref004: 390,
燎原（电影连环画册）,陈彻改编,中国电影,,60,,,0.48元,1963,Ref004: 390,
一幅僮锦（世界语版）,吉志西文、颜梅华绘,世界语协会,,,,,,1963,Ref004: 390,
小超鲁牧羊,江南编著、韩书彧绘（本书有德文版、法文版两种译本）,外文,,,,,,1963,Ref004: 390,
东郭先生（泰文）,董聚贤改编、刘继卣绘,外文,,,,,,1963,Ref004: 390,
鲁班学艺,晴帆编、徐正平、陈光镒绘（本书有阿拉伯文、德文、法文、越南文四种译本）,外文,,,,,,1963,Ref004: 390,
渡江侦察记（泰文版）,章程改编、顾炳鑫绘,外文,,,,,,1963,Ref004: 390,
雷锋,姜维朴等改编、费声福等绘、民族出版社译（本书有蒙文、藏文、维吾尔文、哈萨克文、朝鲜文五种译本）,民族,,40,,,0.25元,1963,Ref004: 390,
毛主席的好战士雷锋,吴敏、高山,解放军画报社,3月,32,,,,1963,Ref004: 390,
一个妇女会员的故事,范季华改编、胡克文绘,天津美术,,60,,,0.23元,1963,Ref004: 390,
寸金桥,杨犀改编、朱光玉绘,天津美术,,60,,,0.22元,1963,Ref004: 390,
山鹰之歌,陈述编、胡少飞绘,天津美术,12月,60,,,0.27元,1963,Ref004: 390,
不巧的巧遇,周金灼改编、张鸾绘,天津美术,,60,,,0.17元,1963,Ref004: 390,
水手长的故事,范季华改编、刘传芳绘,天津美术,,60,,,0.17元,1963,Ref004: 391,
牛丙砸盐店,丁善葆改编、戴宏海绘,天津美术,,60,,,0.14元,1963,Ref004: 391,
方腊巧计退敌兵,顾启欧改编、马建邦绘,天津美术,,60,,,0.14元,1963,Ref004: 391,
火种,傅涌泉改编、孙铁生绘,天津美术,,60,,,0.15元,1963,Ref004: 391,
火,邵甄改编、孙铁生绘,天津美术,,60,,,0.22元,1963,Ref004: 391,
平原枪声（3）杜平巧破铁壁阵,黄冠岳改编、傅洪生绘,天津美术,,60,,,0.24元,1963,Ref004: 391,
平原枪声（4）赵振江神枪退敌,黄冠岳改编、傅洪生绘,天津美术,,60,,,0.31元,1963,Ref004: 391,
平原枪声（5）黎明前的战斗,黄冠岳改编、傅洪生绘,天津美术,,60,,,0.27元,1963,Ref004: 391,
甘蔗田,小戈等改编、张鸾绘,天津美术,,60,,,0.16元,1963,Ref004: 391,
冬梅,大鲁改编、温勇雄绘,天津美术,,32,,,0.60元,1963,Ref004: 391,
农村连环画库（盒装）（第一辑）（40册）,,天津美术,,60,,,9.31元,1963,Ref004: 391,
灯心绒,水世戴改编、王永扬绘,天津美术,,60,,,0.16元,1963,Ref004: 391,
红色娘子军,石景麟改编、赵兵凯绘,天津美术,,60,,,0.28元,1963,Ref004: 391,
红色宣传员,子青改编、杜滋龄绘,天津美术,,60,,,0.24元,1963,Ref004: 391,
老德顺和小侯头,王宝尊改编、苏正刚绘,天津美术,,60,,,0.14元,1963,Ref004: 391,
夺印,赵侃改编、戴仁绘,天津美术,,60,,,0.25元,1963,Ref004: 391,
回民支队,黄若谷改编、景启民绘,天津美术,,60,,,0.33元,1963,Ref004: 391,
李双双,陈杜之改编、杜滋龄绘,天津美术,,60,,,0.18元,1963,Ref004: 391,
李庭芝之死,小奚改编、屠全枫绘,天津美术,,60,,,0.20元,1963,Ref004: 391,
初出茅庐,陈平夫改编、王齐绘,天津美术,,60,,,0.20元,1963,Ref004: 391,
杜甫,徐明改编、宗静风、宗静草绘,天津美术,,60,,,0.23元,1963,Ref004: 391,
杨门女将,晓平改编、刘汉宗绘,天津美术,,60,,,0.21元,1963,Ref004: 391,
南海潮,苏谦改编、胡祖清绘,天津美术,,60,,,0.25元,1963,Ref004: 391,
南海战歌,王拓明改编、林凡绘,天津美术,,60,,,0.24元,1963,Ref004: 391,
骆驼祥子,于翔改编、毓继明绘,天津美术,,60,,,0.40元,1963,Ref004: 391,
烈火金钢（2）孙大娘仗义救难,艾瑛改编、蔡千音绘,天津美术,,60,,,0.19元,1963,Ref004: 391,
烈火金钢（3）齐英巧施迷魂阵,艾瑛改编、蔡千音绘,天津美术,,60,,,0.25元,1963,Ref004: 391,
敌后武工队（6）庆胜利群魔伏诛,李天心、胡昭电改编、李天心绘,天津美术,,60,,,0.33元,1963,Ref004: 391,
海上女主人,水世戴改编、张品操、应玉娥绘,天津美术,,60,,,0.18元,1963,Ref004: 391,
铁拳烈火,李俊虎编文、林雪岩、林令绘,天津美术,,60,,,0.22元,1963,Ref004: 391,
海瑞背纤,杨犀改编、颜梅华、任伯宏、任伯言等绘,天津美术,,60,,,0.18元,1963,Ref004: 391,
胭脂（聊斋故事）,小戈改编、戴仁绘,天津美术,,60,,,0.16元,1963,Ref004: 391,
烽火戏诸侯,梁燃尧改编、王井绘,天津美术,,60,,,0.23元,1963,Ref004: 391,
圈套,萃娃改编、杨国藩绘,天津美术,,60,,,0.18元,1963,Ref004: 391,
黑奴恨,大鲁改编、董福章绘,天津美术,,60,,,0.26元,1963,Ref004: 391,
槐树庄,孙世涛编绘,天津美术,,60,,,0.25元,1963,Ref004: 391,
十级浪,吴万根改编、徐进画,上海人美,,60,,,0.30元,1963,Ref004: 391,
千里走单骑（三国演义连环画之十七）（第2版）,吴其柔、田衣改编、陈光镒画,上海人美,,60,,,0.32元,1963,Ref004: 391,
上甘岭,尚文改编、端木勇画,上海人美,,60,,,0.38元,1963,Ref004: 391,
山鹰之歌,杜秀林改编、周光中画,上海人美,,60,,,0.26元,1963,Ref004: 391,
火烧连营（三国演义连环画之四十二）（第2版）,林林改编、蒋萍绘,上海人美,,60,,,0.24元,1963,Ref004: 391,
文成公主,叶再萌改编、尹福康、张颖摄影,上海人美,,60,,,0.32元,1963,Ref004: 392,
风雨桃花洲,浦增华改编、邹洤画,上海人美,,60,,,0.22元,1963,Ref004: 392,
水灌晋阳（东周列国故事）,王星北改编、李铁生绘,上海人美,,60,,,0.28元,1963,Ref004: 392,
水淹七军（三国演义连环画之三十八）（第2版）,田衣改编、汪玉山、冯墨农画,上海人美,,60,,,0.24元,1963,Ref004: 392,
白马坡（三国演义连环画之十六）,吴其柔、田衣改编、李铁生画,上海人美,,60,,,0.28元,1963,Ref004: 392,
兄弟争王（三国演义连环画之四十）（第2版）,潘勤孟改编、陈履平画,上海人美,,60,,,0.20元,1963,Ref004: 392,
犯长安（三国演义连环画之七）（第2版）,上海人美出版社编绘,上海人美,,60,,,0.20元,1963,Ref004: 392,
东进序曲,董子畏改编、高锦德画,上海人美,,60,,,0.40元,1963,Ref004: 392,
孙悟空三打白骨精,王星北编文、赵宏本、钱笑呆画,上海人美,,60,,,0.26元,1963,Ref004: 392,
"""团长""历险记",胡逸改编、周光中、张仁康画,上海人美,,60,,,0.16元,1963,Ref004: 392,
夺印,李亚如改编、曹震云、陈春轩摄影,上海人美,,60,,,0.32元,1963,Ref004: 392,
夺印,黄奕加改编、徐进、孙愚画,上海人美,,60,,,0.30元,1963,Ref004: 392,
红色交通线（上）,林颂茵改编、周公和画,上海人美,,60,,,0.28元,1963,Ref004: 392,
红嫂,蓝翔改编、钱贵荪画,上海人美,,60,,,0.22元,1963,Ref004: 392,
红旗谱（一）,胡映西、尚文改编、刘汉画,上海人美,,60,,,0.34元,1963,Ref004: 392,
红岩,黄中敬、任豪等改编、曹震云摄影,上海人美,,60,,,0.44元,1963,Ref004: 392,
张松献地图（三国演义连环画之三十三）（第2版）,林林、田衣改编、汪玉山画,上海人美,,60,,,0.36元,1963,Ref004: 392,
李家庄的变迁（下册）,尚文、吴其柔改编、孙铁生画,上海人美,,60,,,0.30元,1963,Ref004: 392,
阿Q正传一O八图（线装本）（上、下册）,程十发画,上海人美,,,,,4.50元,1963,Ref004: 392,
沙桂英,凡真改编、双又画,上海人美,,60,,,0.24元,1963,Ref004: 392,
时刻提高警惕加强战斗准备,罗祺、顾炳鑫作,上海人美,7月,,,,0.18元,1963,Ref004: 392,
学习雷锋做毛主席的好孩子,上海人民美术出版社制,上海人美,3月,,,,0.18元,1963,Ref004: 392,
定四州（三国演义连环画之十九）（第2版）,田衣、胡雁改编、徐进画,上海人美,,60,,,0.32元,1963,Ref004: 392,
取成都（三国演义连环画之三十四）（第2版）,田衣改编、汪玉山画,上海人美,,60,,,0.30元,1963,Ref004: 392,
单刀会（三国演义连环画之三十五）,田衣改编、汪玉山、冯墨农画,上海人美,,60,,,0.17元,1963,Ref004: 392,
空城计（三国演义连环画之四十七）（第2版）,田衣改编、钱笑呆、徐余兴画,上海人美,,60,,,0.26元,1963,Ref004: 392,
英雄的后代,李强等编、邵国宝绘,上海人美,11月,48,,,0.24元,1963,Ref004: 392,
空城计（三国演义连环画之四十七）,田衣改编、徐正平画,上海人美,,60,,,0.24元,1963,Ref004: 392,
"捣狼窝（""变天记""之三）",可蒙改编、汪绚秋画,上海人美,,60,,,0.34元,1963,Ref004: 392,
拔敌旗,黄奕加改编、陈云华画,上海人美,,60,,,0.22元,1963,Ref004: 392,
战官渡（三国演义连环画之十八）（第2版）,胡雁改编、李铁生画,上海人美,,60,,,0.24元,1963,Ref004: 392,
南京路上好八连,杜秀林编、贺友直、汪观清等画,上海人美,,60,,,0.44元,1963,Ref004: 392,
给将军回信的时候,奚国钧改编、尹云非画,上海人美,,60,,,0.19元,1963,Ref004: 392,
美丽的路,高幼佩改编、冯春扬画,上海人美,,60,,,0.26元,1963,Ref004: 392,
姜维献书（三国演义连环画之四十九）（第2版）,胡雁改编、严绍唐、李铁生画,上海人美,,60,,,0.22元,1963,Ref004: 392,
城濮之战（东周列国故事）,林林改编、陈光镒画,上海人美,,60,,,0.30元,1963,Ref004: 392,
战火中的青春,万家春改编、罗兴画,上海人美,,60,,,0.34元,1963,Ref004: 393,
捉放曹（三国演义连环画之三）（第2版）,陆士达改编、徐正平画,上海人美,,60,,,0.19元,1963,Ref004: 393,
家庭问题,杨根相改编、陈云华、高适画,上海人美,,60,,,0.22元,1963,Ref004: 393,
捕羊风波,高幼佩改编、盛亮贤画,上海人美,,60,,,0.14元,1963,Ref004: 393,
秧壮情长,谭先宏改编、黄大华画,上海人美,,60,,,0.15元,1963,Ref004: 393,
掘地见母（东周列国故事）,林林改编、水天宏画,上海人美,,60,,,0.24元,1963,Ref004: 393,
昆仑山上一棵草,林黄改编、刘国辉画,上海人美,,60,,,0.20元,1963,Ref004: 393,
煮酒论英雄（三国演义连环画之十四）（第2版）,冯若梅等改编、李铁生等画,上海人美,,60,,,0.32元,1963,Ref004: 393,
智取陈仓（三国演义连环画之五十）（第2版）,胡雁改编、严绍唐、李铁生画,上海人美,,60,,,0.20元,1963,Ref004: 393,
槐树庄,万家春改编、高适、王重二画,上海人美,,60,,,0.32元,1963,Ref004: 393,
僚机飞行员,吴文焕改编、罗盘画,上海人美,,60,,,0.17元,1963,Ref004: 393,
擒孟达（三国演义连环画之四十六）（第2版）,潘勤孟改编、杨青华画,上海人美,,60,,,0.22元,1963,Ref004: 393,
濡须之战（三国演义连环画之三十六）（第2版）,王星北改编、严绍唐画,上海人美,,60,,,0.24元,1963,Ref004: 393,
