Title,Title_Core,Title_Extra,Author,Author_Core,Author_Extra,Author_1,Author_Core_1,Author_Role_1,Author_2,Author_Core_2,Author_Role_2,Author_3,Author_Core_3,Author_Role_3,Author_4,Author_Core_4,Author_Role_4,Author_5,Author_Core_5,Author_Role_5,Author_6,Author_Core_6,Author_Role_6,Publisher,Publisher_1,Publisher_2,Publisher_Location,Publication_Month,Year,Edition,Format（开本）,Print_Run,Price[元],Market_Exchange_price_9品[元],Market_Exchange_Price_10品[元],Source,Category/Chapter,Footnotes,Comments,Original_OCR_Data,OCR_Process
三国故事（上下）,三国故事,（上下）,改编：白宇 绘画：戴敦邦严启生等,,,改编：白宇,白宇,改编,绘画：戴敦邦,戴敦邦,绘画,绘画：严启生,严启生,绘画,绘画：等,等,绘画,,,,,,,人民美术,人民美术,,,1,1980,1版1次,60,150万,0.23,45（全套）,90,Ref002:8,单册：叁划,,,三国故事(上下)/出版社：人民美术/改编：白宇/绘画：戴敦邦严启生等/80年1月1版1次60开/印数：150万定价：0.23元/市场交流价：/9品：45元（全套）/10品：90元,PaddlePaddle
三探圆明园,三探圆明园,,改编：谭元杰 绘画：谭元杰,,,改编：谭元杰,谭元杰,改编,绘画：谭元杰,谭元杰,绘画,,,,,,,,,,,,,福建美术,福建美术,,福州,10,1985,1版1次,64,13.4万,0.31,5,10,Ref002:8,单册：叁划,,,三探圆明园/出版社：福建美术/改编：谭元杰/绘画：谭元杰/85年10月1版1次64开/印数：13.4万 定价：0.31元/市场交流价：/9品：5元/10品：10元,PaddlePaddle
三斧头程咬金,三斧头程咬金,,改编：苏馨 绘画：施大畏,,,改编：苏馨,苏馨,改编,绘画：施大畏,施大畏,绘画,,,,,,,,,,,,,少年儿童,少年儿童,,上海,8,1982,1版1次,64,81万,0.15,5,10,Ref002:8,单册：叁划,,,三斧头程咬金/出版社：少年儿童/改编：苏馨/绘画：施大畏/82年8月1版1次64开/印数：81万定价：0.15元/市场交流价：/9品：5元/10品：10元,PaddlePaddle
三滴血,三滴血,,改编：孙长江 绘画：马国强,,,改编：孙长江,孙长江,改编,绘画：马国强,马国强,绘画,,,,,,,,,,,,,中卅书画,中卅书画,,,6,1982,1版1次,64,6.3万,0.14,5,8,Ref002:8,单册：叁划,,,三滴血/出版社：中卅书画/改编：孙长江/绘画：马国强/82年6月1版1次64开/印数：6.3万定价：0.14元/市场交流价：/9品：5元/10品：8元,PaddlePaddle
三打祝家庄,三打祝家庄,,改编：高铁林等 绘画：阴衍江,,,改编：高铁林,高铁林,改编,改编：等,等,改编,绘画：阴衍江,阴衍江,绘画,,,,,,,,,,黑龙江人民,黑龙江人民,,哈尔滨,7,1979,1版1次,64,30万,0.17,8,15,Ref002:8,单册：叁划,,,三打祝家庄/出版社：黑龙江人民/改编：高铁林等/绘画：阴衍江/79年7月1版1次64开/印数：30万定价：0.17元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
千里送京娘,千里送京娘,,改编：刘抒 绘画：叶毓中,,,改编：刘抒,刘抒,改编,绘画：叶毓中,叶毓中,绘画,,,,,,,,,,,,,上海人民美术,上海人民美术,,上海,3,1983,1版1次,64,22万,0.13,25,50,Ref002:9,单册：叁划,,,千里送京娘/出版社：上海人民美术/改编：刘抒/绘画：叶毓中/83年3月1版1次64开/印数：22万定价：0.13元/市场交流价：/9品：25元/10品：50元,PaddlePaddle
千里送京娘,千里送京娘,,改编：施友义 绘画：施友义,,,改编：施友义,施友义,改编,绘画：施友义,施友义,绘画,,,,,,,,,,,,,福建人民,福建人民,,福州,3,1982,1版1次,64,69万,0.17,8,20,Ref002:9,单册：叁划,,,千里送京娘/出版社：福建人民/改编：施友义/绘画：施友义/82年3月1版1次64开/印数：69万定价：0.17元/市场交流价：/9品：8元/10品：20元,PaddlePaddle
千里送京娘,千里送京娘,,改编：严丹 绘画：秋枫,,,改编：严丹,严丹,改编,绘画：秋枫,秋枫,绘画,,,,,,,,,,,,,宁夏人民,宁夏人民,,银川,10,1982,1版1次,64,17.6万,0.15,10,20,Ref002:9,单册：叁划,,,千里送京娘/出版社：宁夏人民/改编：严丹/绘画：秋枫/82年10月1版1次64开/印数：17.6万定价：0.15元/市场交流价：/9品：10元/10品：20元,PaddlePaddle
女娲神和聚宝盆,女娲神和聚宝盆,,改编：李亮 绘画：张增木,,,改编：李亮,李亮,改编,绘画：张增木,张增木,绘画,,,,,,,,,,,,,河北美术,河北美术,,石家庄,6,1985,1版1次,64,23.7万,0.19,5,8,Ref002:9,单册：叁划,,,女娲神和聚宝盆/出版社：河北美术/改编：李亮/绘画：张增木/85年6月1版1次64开/印数：23.7万定价：0.19元/市场交流价：/9品：5元/10品：8元,PaddlePaddle
马二先生,马二先生,,改编：文政 绘画：彭石根,,,改编：文政,文政,改编,绘画：彭石根,彭石根,绘画,,,,,,,,,,,,,岭南美术,岭南美术,,广州,5,1983,1版1次,64,19.56万,0.13,3,6,Ref002:9,单册：叁划,,,马二先生/出版社：岭南美术/改编：文政/绘画：彭石根/83年5月1版1次64开/印数：19.56万定价：0.13元/市场交流价：/9品：3元/10品：6元,PaddlePaddle
马二先生,马二先生,,改编：丁国联 绘画：陈国强,,,改编：丁国联,丁国联,改编,绘画：陈国强,陈国强,绘画,,,,,,,,,,,,,上海人民美术,上海人民美术,,上海,4,1985,1版1次,64,9.3万,0.22,10,15,Ref002:9,单册：叁划,,,马二先生/出版社：上海人民美术/改编：丁国联/绘画：陈国强/85年4月1版1次64开/印数：9.3万定价：0.22元/市场交流价：/9品：10元/10品：15元,PaddlePaddle
大禹治水,大禹治水,,改编：杨新 绘画：高适,,,改编：杨新,杨新,改编,绘画：高适,高适,绘画,,,,,,,,,,,,,人民美术,人民美术,,,11,1979,1版1次,64,164万,0.11,5,12,Ref002:9,单册：叁划,,,大禹治水/出版社：人民美术/改编：杨新/绘画：高适/79年11月1版1次64开/印数：164万定价：0.11元/市场交流价：/9品：5元/10品：12元,PaddlePaddle
大泽烈火,大泽烈火,,改编：上海师范大学中文系 绘画：戴敦邦,,,改编：上海师范大学中文系,上海师范大学中文系,改编,绘画：戴敦邦,戴敦邦,绘画,,,,,,,,,,,,,上海人民,上海人民,,上海,7,1977,1版1次,64,,0.13,20,40,Ref002:9,单册：叁划,,,大泽烈火/出版社：上海人民/改编：上海师范大学中文系/绘画：戴敦邦/77年7月1版1次64开/印数：未详定价：0.13元/市场交流价：/9品：20元/10品：40元,PaddlePaddle
小兵张嘎,小兵张嘎,,改编：集体 绘画：张品操,,,改编：集体,集体,改编,绘画：张品操,张品操,绘画,,,,,,,,,,,,,上海人民,上海人民,,上海,1,1973,新1版5次,60,381万,0.17,80,250,Ref002:10,单册：叁划,,,小兵张嘎/出版社：上海人民/改编：集体/绘画：张品操/73年1月新1版5次60开/印数：381万定价：0.17元/市场交流价：/9品：80元/10品：250元,PaddlePaddle
小兵张嘎,小兵张嘎,,改编：集体 绘画：尚国扬等,,,改编：集体,集体,改编,绘画：尚国扬,尚国扬,绘画,绘画：等,等,绘画,,,,,,,,,,江苏美术,江苏美术,,南京,4,1990,1版1次,64,4.45万,0.6,15,30,Ref002:10,单册：叁划,,,小兵张嘎/出版社：江苏美术/改编：集体/绘画：尚国扬等/90年4月1版1次64开/印数：4.45万定价：0.60元/市场交流价：/9品：15元/10品：30元,PaddlePaddle
小茂青擒敌,小茂青擒敌,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,北京人民,北京人民,,北京,2,1974,1版1次,60,,0.13,15,30,Ref002:10,单册：叁划,,,小茂青擒敌/出版社：北京人民/改编：集体/绘画：集体/74年2月1版1次60开/印数：未详定价：0.13元/市场交流价：/9品：15元/10品：30元,PaddlePaddle
小茂青参军,小茂青参军,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,北京人民,北京人民,,北京,6,1973,1版1次,60,,0.12,15,25,Ref002:10,单册：叁划,*该书仅出版上册。,,小茂青参军/出版社：北京人民/改编：集体/绘画：集体/73年6月1版1次60开/印数：未详定价：0.12元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
小铁头夺马记,小铁头夺马记,,改编：集体 绘画：聂秀功章茂连等,,,改编：集体,集体,改编,绘画：聂秀功,聂秀功,绘画,绘画：章茂连,章茂连,绘画,绘画：等,等,绘画,,,,,,,江苏人民,江苏人民,,南京,4,1976,1版1次,60,60万,0.15,8,15,Ref002:10,单册：叁划,*该书版权页⽆定价。,,小铁头夺马记/出版社：江苏人民/改编：集体/绘画：聂秀功章茂连等/76年4月1版1次60开/印数：60万定价：0.15元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
小铁头夺马记,小铁头夺马记,,改编：郎梨 绘画：吴懋祥,,,改编：郎梨,郎梨,改编,绘画：吴懋祥,吴懋祥,绘画,,,,,,,,,,,,,中国少年儿童,中国少年儿童,,北京,7,1983,1版1次,64,,0.15,8,15,Ref002:10,单册：叁划,,,小铁头夺马记/出版社：中国少年儿童/改编：郎梨/绘画：吴懋祥/83年7月1版1次64开/印数：未详定价：0.15元/市场交流价：/9品：8元/10品：15元,PaddlePaddle
飞雪迎春,飞雪迎春,,改编：萍乡地方剧团 绘画：刘大春陈丹青,,,改编：萍乡地方剧团,萍乡地方剧团,改编,绘画：刘大春,刘大春,绘画,绘画：陈丹青,陈丹青,绘画,,,,,,,,,,江西人民,江西人民,,南昌,9,1974,1版1次,60,60万,0.1,6,12,Ref002:10,单册：叁划,,,飞雪迎春/出版社：江西人民/改编：萍乡地方剧团/绘画：刘大春陈丹青/74年9月1版1次60开/印数：60万定价：0.10元/市场交流价：/9品：6元/10品：12元,PaddlePaddle
飞雪迎春（上）,飞雪迎春,（上）,改编：黄奕加 绘画：聂秀出朱新昌等,,,改编：黄奕加,黄奕加,改编,绘画：聂秀出,聂秀出,绘画,绘画：朱新昌,朱新昌,绘画,绘画：等,等,绘画,,,,,,,上海人民,上海人民,,上海,5,1976,1版1次,64,,0.15,10,18,Ref002:10,单册：叁划,,,飞雪迎春(上)/出版社：上海人民/改编：黄奕加/绘画：聂秀出朱新昌等/76年5月1版1次64开/印数：未详定价：0.15元/市场交流价：/9品：10元/10品：18元,PaddlePaddle
小英雄雨来,小英雄雨来,,改编：王渭山 绘画：余家乐,,,改编：王渭山,王渭山,改编,绘画：余家乐,余家乐,绘画,,,,,,,,,,,,,上海人民美术,上海人民美术,,上海,1,1984,1版1次,64,,,8,15,Ref002:11,单册：叁划,,,小英雄雨来/出版社：上海人民美术/改编：王渭山/绘画：余家乐/84年1月1版1次64开/市场交流价：/9品：8元/10品：15元,PaddlePaddle
小英雄雨来（朝鲜文）,小英雄雨来,（朝鲜文）,改编：张玉珊 绘画：王玉良等,,,改编：张玉珊,张玉珊,改编,绘画：王玉良,王玉良,绘画,绘画：等,等,绘画,,,,,,,,,,辽宁人民,辽宁人民,,沈阳,4,1979,1版1次,64,0.84万,0.12,25,40,Ref002:11,单册：叁划,,,小英雄雨来(朝鲜文)/出版社：辽宁人民/改编：张玉珊/绘画：王玉良等/79年4月1版1次64开/印数：0.84万定价：0.12元/市场交流价：/9品：25元/10品：40元,PaddlePaddle
小英雄雨来,小英雄雨来,,改编：刘学三等 绘画：高宝生,,,改编：刘学三,刘学三,改编,改编：等,等,改编,,,,绘画：高宝生,高宝生,绘画,,,,,,,人民美术,人民美术,,,8,1974,1版1次,64,180万,0.1,10,25,Ref002:11,单册：叁划,,,小英雄雨来/出版社：人民美术/改编：刘学三等/绘画：高宝生/74年8月1版1次64开/印数：180万定价：0.10元/市场交流价：/9品：10元/10品：25元,PaddlePaddle
小柱头智送鸡毛信,小柱头智送鸡毛信,,编文：郑聪魏 绘画：王怀骐,,,编文：郑聪魏,郑聪魏,编文,绘画：王怀骐,王怀骐,绘画,,,,,,,,,,,,,河北人民,河北人民,,石家庄,5,1972,1版1次,60,,0.11,12,20,Ref002:11,单册：叁划,,,小柱头智送鸡毛信/出版社：河北人民/编文：郑聪魏/绘画：王怀骐/72年5月1版1次60开/印数：未详定价：0.11元/市场交流价：/9品：12元/10品：20元,PaddlePaddle
山里红梅,山里红梅,,改编：集体 绘画：李苇成,,,改编：集体,集体,改编,绘画：李苇成,李苇成,绘画,,,,,,,,,,,,,江苏人民,江苏人民,,南京,6,1975,1版1次,60,60万,0.09,15,25,Ref002:11,单册：叁划,,,山里红梅/出版社：江苏人民/改编：集体/绘画：李苇成/75年6月1版1次60开/印数：60万定价：0.09元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
山妹,山妹,,改编：徐明福 绘画：贺友直,,,改编：徐明福,徐明福,改编,绘画：贺友直,贺友直,绘画,,,,,,,,,,,,,上海人民,上海人民,,上海,11,1975,1版1次,64,,0.07,15,30,Ref002:11,单册：叁划,,,山妹/出版社：上海人民/改编：徐明福/绘画：贺友直/75年11月1版1次64开/印数：未详 定价：0.07元/市场交流价：/9品：15元/10品：30元,PaddlePaddle
三村的战斗,三村的战斗,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,山东人民,山东人民,,济南,7,1973,1版2次,60,150万,0.11,10,20,Ref002:11,单册：叁划,,,三村的战斗/出版社：山东人民/改编：集体/绘画：集体/73年7月1版2次60开/印数：150万 定价：0.11元/市场交流价：/9品：10元/10品：20元,PaddlePaddle
三进校门,三进校门,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,上海人民,上海人民,,上海,12,1971,1版1次,60,,0.06,25,45,Ref002:11,单册：叁划,,,三进校门/出版社：上海人民/改编：集体/绘画：集体/71年12月1版1次60开/印数：未详定价：0.06元/市场交流价：/9品：25元/10品：45元,PaddlePaddle
大寨战歌,大寨战歌,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,上海人民,上海人民,,上海,7,1973,1版1次,60,50万,0.16,100,300,Ref002:12,单册：叁划,,,大寨战歌/出版社：上海人民/改编：集体/绘画：集体/73年7月1版1次60开/印数：50万定价：0.16元/市场交流价：/9品：100元/10品：300元,PaddlePaddle
大战虎口岩,大战虎口岩,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,上海人民,上海人民,,上海,5,1973,1版1次,60,100万,0.1,15,50,Ref002:12,单册：叁划,,,大战虎口岩/出版社：上海人民/改编：集体/绘画：集体/73年5月1版1次60开/印数：100万定价：0.10元/市场交流价：/9品：15元/10品：50元,PaddlePaddle
大战“气老虎”,大战“气老虎”,,编著：集体 绘画：集体,,,编著：集体,集体,编著,绘画：集体,集体,绘画,,,,,,,,,,,,,人民美术,人民美术,,,1,1976,1版1次,64,100万,0.12,5,15,Ref002:12,单册：叁划,,,大战“气老虎”/出版社：人民美术 28/编著：集体/绘画：集体/76年1月1版1次64开/印数：100万定价：0.12元/市场交流价：/9品：5元/10品：15元,PaddlePaddle
大江飞渡,大江飞渡,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,安徽人民美术,安徽人民美术,,,5,1973,1版2次,60,,0.11,15,25,Ref002:12,单册：叁划,,,大江飞渡/出版社：安徽人民美术/改编：集体/绘画：集体/73年5月1版2次60开/印数：未详定价：0.11元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
大虎和二虎,大虎和二虎,,改编：集体 绘画：华三川,,,改编：集体,集体,改编,绘画：华三川,华三川,绘画,,,,,,,,,,,,,天津人民美术,天津人民美术,,天津,2,1973,1版1次,60,,0.1,60,120,Ref002:12,单册：叁划,,,大虎和二虎/出版社：天津人民美术/改编：集体/绘画：华三川/73年2月1版1次60开/印数：未详定价：0.10元/市场交流价：/9品：60元/10品：120元,PaddlePaddle
飞毛腿的故事,飞毛腿的故事,,改编：周有恒 绘画：马林,,,改编：周有恒,周有恒,改编,绘画：马林,马林,绘画,,,,,,,,,,,,,陕西人民,陕西人民,,西安,1,1975,1版2次,60,45万,0.09,15,30,Ref002:12,单册：叁划,,,飞毛腿的故事/出版社：陕西人民/改编：周有恒/绘画：马林/75年1月1版2次60开/印数：45万定价：0.09元/市场交流价：/9品：15元/10品：30元,PaddlePaddle
大橹的故事,大橹的故事,,改编：蔡星耀 绘画：罗希贤,,,改编：蔡星耀,蔡星耀,改编,绘画：罗希贤,罗希贤,绘画,,,,,,,,,,,,,上海人民,上海人民,,上海,9,1974,1版1次,64,120万,0.1,10,20,Ref002:12,单册：叁划,,,大橹的故事/出版社：上海人民/改编：蔡星耀/绘画：罗希贤/74年9月1版1次64开/印数：120万定价：0.10元/市场交流价：/9品：10元/10品：20元,PaddlePaddle
飞车擒特,飞车擒特,,改编：郑梦星 绘画：许志棍洪伟阔,,,改编：郑梦星,郑梦星,改编,绘画：许志棍,许志棍,绘画,绘画：洪伟阔,洪伟阔,绘画,,,,,,,,,,福建人民,福建人民,,福州,5,1975,1版1次,60,,0.11,15,25,Ref002:12,单册：叁划,,,飞车擒特/出版社：福建人民/改编：郑梦星/绘画：许志棍洪伟阔/75年5月1版1次60开/印数：未详定价：0.11元/市场交流价：/9品：15元/10品：25元,PaddlePaddle
三防常识,三防常识,,改编：集体 绘画：集体,,,改编：集体,集体,改编,绘画：集体,集体,绘画,,,,,,,,,,,,,甘肃人民,甘肃人民,,兰州,5,1973,1版1次,64,50万,0.14,60,120,Ref002:13,单册：叁划,,,三防常识/出版社：甘肃人民/改编：集体/绘画：集体/73年5月1版1次64开/印数：50万定价：0.14元/市场交流价：/9品：60元/10品：120元,PaddlePaddle
