Title,Title_Core,Title_Extra,Author,Author_Core,Author_Extra,Author_1,Author_Core_1,Author_Role_1,Author_2,Author_Core_2,Author_Role_2,Author_3,Author_Core_3,Author_Role_3,Author_4,Author_Core_4,Author_Role_4,Author_5,Author_Core_5,Author_Role_5,Author_6,Author_Core_6,Author_Role_6,Author_7,Author_Core_7,Author_Role_7,Publisher,Publisher_Location,Publication_Month,Year,Format,Print_Run,Page_Count,Additional_Info,Editorial_Comments,Source,Price,
血染琼浆（上集）,血染琼浆,（上集）,徐雁编剧、杨建国摄影,徐雁编剧、杨建国摄影,,徐雁编剧,徐雁,编剧,杨建国摄影,杨建国,摄影,,,,,,,,,,,,,,,,岭南美术出版社,广州,8,1987,64,,,,Flagged_Author_Core_(n)=1,Ref004:880,0.39,
血染琼浆（下集）,血染琼浆,（下集）,徐雁编剧、杨建国摄影,徐雁编剧、杨建国摄影,,徐雁编剧,徐雁,编剧,杨建国摄影,杨建国,摄影,,,,,,,,,,,,,,,,岭南美术出版社,广州,8,1987,64,,,,Flagged_Author_Core_(n)=1,Ref004:880,0.39,
龟蛇盗（上）,龟蛇盗,（上）,管新生改编、庞茂宗摄影,管新生改编、庞茂宗摄影,,管新生改编,管新生,改编,庞茂宗摄影,庞茂宗,摄影,,,,,,,,,,,,,,,,岭南美术出版社,广州,5,1987,64,,,,,Ref004:880,0.35,
龟蛇盗（下）,龟蛇盗,（下）,管新生改编、庞茂宗摄影,管新生改编、庞茂宗摄影,,管新生改编,管新生,改编,庞茂宗摄影,庞茂宗,摄影,,,,,,,,,,,,,,,,岭南美术出版社,广州,5,1987,64,,,,,Ref004:880,0.37,
龟山疑案（上册）,龟山疑案,（上册）,林超、吴绿星改编、朱黎黎绘画,林超、吴绿星改编、朱黎黎绘画,,林超,林超,,吴绿星改编,吴绿星,改编,朱黎黎绘画,朱黎黎,绘画,,,,,,,,,,,,,岭南美术出版社,广州,1,1987,64,,,,,Ref004:880,0.33,
龟山疑案（下册）,龟山疑案,（下册）,林超、吴绿星改编、朱黎黎绘画,林超、吴绿星改编、朱黎黎绘画,,林超,林超,,吴绿星改编,吴绿星,改编,朱黎黎绘画,朱黎黎,绘画,,,,,,,,,,,,,岭南美术出版社,广州,1,1987,64,,,,,Ref004:880,0.33,
李小龙传奇,李小龙传奇,,群弟编、范少华等绘,群弟编、范少华等绘,,群弟编,群弟,编,范少华等绘,范少华,绘,等绘,等,绘,,,,,,,,,,,,,岭南美术出版社,广州,3,1987,64,,,,,Ref004:880,0.48,
戒严令之夜,戒严令之夜,,凌英改编、俞晓夫绘,凌英改编、俞晓夫绘,,凌英改编,凌英,改编,俞晓夫绘,俞晓夫,绘,,,,,,,,,,,,,,,,岭南美术出版社,广州,7,1987,64,,,,Flagged_Author_Core_(n)=1,Ref004:880,0.39,
陈御史巧勘银钟案,陈御史巧勘银钟案,,阿鼎改编、何希、何平绘画,阿鼎改编、何希、何平绘画,,阿鼎改编,阿鼎,改编,何希,何希,,何平绘画,何平,绘画,,,,,,,,,,,,,岭南美术出版社,广州,2,1987,64,,,,Flagged_Author_Core_(n)=3,Ref004:880,0.33,
武林掇英,武林掇英,,李栋等改编、陈以忠等绘画,李栋等改编、陈以忠等绘画,,李栋等改编,李栋,改编,等改编,等,改编,陈以忠等绘画,陈以忠,绘画,等绘画,等,绘画,,,,,,,,,,岭南美术出版社,广州,4,1987,16,,,,,Ref004:880,1.65,
武僧复仇,武僧复仇,,何文琦、欧阳尧佳改编、张弘、晓霞绘画,何文琦、欧阳尧佳改编、张弘、晓霞绘画,,何文琦,何文琦,,欧阳尧佳改编,欧阳尧佳,改编,张弘,张弘,,晓霞绘画,晓霞,绘画,,,,,,,,,,岭南美术出版社,广州,2,1987,64,,,,,Ref004:880,0.46,
武星李连杰,武星李连杰,,阿彤改编、黄堃源、林文绘画,阿彤改编、黄堃源、林文绘画,,阿彤改编,阿彤,改编,黄堃源,黄堃源,,林文绘画,林文,绘画,,,,,,,,,,,,,岭南美术出版社,广州,7,1987,64,,,,"Flagged_Author_Core_(n)=1,3",Ref004:880,0.35,
非洲杀人蜂,非洲杀人蜂,,罗易改编、强华、淮庆绘画,罗易改编、强华、淮庆绘画,,罗易改编,罗易,改编,强华,强华,,淮庆绘画,淮庆,绘画,,,,,,,,,,,,,岭南美术出版社,广州,10,1987,64,,,,Flagged_Author_Core_(n)=3,Ref004:880,0.39,
宝椅迷踪,宝椅迷踪,,刘亦凡、郑凯军绘画,刘亦凡、郑凯军绘画,,刘亦凡,刘亦凡,,郑凯军绘画,郑凯军,绘画,,,,,,,,,,,,,,,,岭南美术出版社,广州,4,1987,16,,,,,Ref004:880,0.42,
鱼王,鱼王,,绕翠岚等改编、何立等绘画,绕翠岚等改编、何立等绘画,,绕翠岚等改编,绕翠岚,改编,等改编,等,改编,何立等绘画,何立,绘画,等绘画,等,绘画,,,,,,,,,,岭南美术出版社,广州,6,1987,64,,,,Flagged_Author_Core_(n)=3,Ref004:880,0.44,
侦破精粹,侦破精粹,,刘隆琼等改编、招炽挺等绘画,刘隆琼等改编、招炽挺等绘画,,刘隆琼等改编,刘隆琼,改编,等改编,等,改编,招炽挺等绘画,招炽挺,绘画,等绘画,等,绘画,,,,,,,,,,岭南美术出版社,广州,4,1987,16,,,,,Ref004:880,1.65,
夜里发生的案件,夜里发生的案件,,黄莺改编、徐锡林绘画,黄莺改编、徐锡林绘画,,黄莺改编,黄莺,改编,徐锡林绘画,徐锡林,绘画,,,,,,,,,,,,,,,,岭南美术出版社,广州,1,1987,64,,,,,Ref004:880,0.48,
坦克勇士,坦克勇士,,李文改编、吴学东、吴学锋绘画,李文改编、吴学东、吴学锋绘画,,李文改编,李文,改编,吴学东,吴学东,,吴学锋绘画,吴学锋,绘画,,,,,,,,,,,,,岭南美术出版社,广州,11,1987,64,,,,Flagged_Author_Core_(n)=1,Ref004:880,0.42,
英雄墨勒根,英雄墨勒根,,冯景泉编、苏浩洵绘,冯景泉编、苏浩洵绘,,冯景泉编,冯景泉,编,苏浩洵绘,苏浩洵,绘,,,,,,,,,,,,,,,,岭南美术出版社,广州,8,1987,64,,,,,Ref004:880,0.46,
神秘的指纹,神秘的指纹,,杨光伟改编、林百石绘,杨光伟改编、林百石绘,,杨光伟改编,杨光伟,改编,林百石绘,林百石,绘,,,,,,,,,,,,,,,,岭南美术出版社,广州,11,1987,64,,,,,Ref004:880,0.39,
神鞭,神鞭,,李小瑛改编、友声、怡婉绘画,李小瑛改编、友声、怡婉绘画,,李小瑛改编,李小瑛,改编,友声,友声,,怡婉绘画,怡婉,绘画,,,,,,,,,,,,,岭南美术出版社,广州,2,1987,64,,,,Flagged_Author_Core_(n)=3,Ref004:880,0.48,
神剑出击,神剑出击,,曹利祥等改编、邓超华绘,曹利祥等改编、邓超华绘,,曹利祥等改编,曹利祥,改编,等改编,等,改编,邓超华绘,邓超华,绘,,,,,,,,,,,,,岭南美术出版社,广州,6,1987,64,,,,,Ref004:880,0.5,
战胜死神,战胜死神,,蔡常维等改编、刘沛、王伶绘画,蔡常维等改编、刘沛、王伶绘画,,蔡常维等改编,蔡常维,改编,等改编,等,改编,刘沛,刘沛,,王伶绘画,王伶,绘画,,,,,,,,,,岭南美术出版社,广州,6,1987,64,,,,Flagged_Author_Core_(n)=4,Ref004:880,0.46,
绝密名单,绝密名单,,谢舒弋改编、区础坚绘画,谢舒弋改编、区础坚绘画,,谢舒弋改编,谢舒弋,改编,区础坚绘画,区础坚,绘画,,,,,,,,,,,,,,,,岭南美术出版社,广州,12,1987,64,,,,,Ref004:880,0.46,
追踪纳粹“屠夫”,追踪纳粹“屠夫”,,示羊改编、郭慈、陈国梁绘画,示羊改编、郭慈、陈国梁绘画,,示羊改编,示羊,改编,郭慈,郭慈,,陈国梁绘画,陈国梁,绘画,,,,,,,,,,,,,岭南美术出版社,广州,11,1987,64,,,,Flagged_Author_Core_(n)=1,Ref004:880,0.48,
要塞兵变,要塞兵变,,奇羽改编、胡音恺摄影,奇羽改编、胡音恺摄影,,奇羽改编,奇羽,改编,胡音恺摄影,胡音恺,摄影,,,,,,,,,,,,,,,,岭南美术出版社,广州,4,1987,64,,,,,Ref004:881,0.48,
威震峡谷,威震峡谷,,陶静波、王戎全改编、石根等绘画,陶静波、王戎全改编、石根等绘画,,陶静波,陶静波,,王戎全改编,王戎全,改编,石根等绘画,石根,绘画,等绘画,等,绘画,,,,,,,,,,岭南美术出版社,广州,6,1987,64,,,,Flagged_Author_Core_(n)=3,Ref004:881,0.56,
勇敢的王子,勇敢的王子,,绕翠岚等改编、夏书玉等绘画,绕翠岚等改编、夏书玉等绘画,,绕翠岚等改编,绕翠岚,改编,等改编,等,改编,夏书玉等绘画,夏书玉,绘画,等绘画,等,绘画,,,,,,,,,,岭南美术出版社,广州,6,1987,64,,,,,Ref004:881,0.46,
查良特与西玛拉,查良特与西玛拉,,曹茹等改编、韦求真等绘画,曹茹等改编、韦求真等绘画,,曹茹等改编,曹茹,改编,等改编,等,改编,韦求真等绘画,韦求真,绘画,等绘画,等,绘画,,,,,,,,,,岭南美术出版社,广州,6,1987,64,,,,Flagged_Author_Core_(n)=1,Ref004:881,0.48,
“狮鹰王国”的覆灭,“狮鹰王国”的覆灭,,谢继贤改编、林滨帆绘画,谢继贤改编、林滨帆绘画,,谢继贤改编,谢继贤,改编,林滨帆绘画,林滨帆,绘画,,,,,,,,,,,,,,,,岭南美术出版社,广州,7,1987,64,,,,,Ref004:881,0.39,
铁石头智斗魔王子,铁石头智斗魔王子,,凌云改编、李花、澎飞绘画,凌云改编、李花、澎飞绘画,,凌云改编,凌云,改编,李花,李花,,澎飞绘画,澎飞,绘画,,,,,,,,,,,,,岭南美术出版社,广州,2,1987,64,,,,"Flagged_Author_Core_(n)=1,3",Ref004:881,0.39,
铁拳打过长龙岛,铁拳打过长龙岛,,周少强改编、崔海、崔琼绘画,周少强改编、崔海、崔琼绘画,,周少强改编,周少强,改编,崔海,崔海,,崔琼绘画,崔琼,绘画,,,,,,,,,,,,,岭南美术出版社,广州,11,1987,64,,,,Flagged_Author_Core_(n)=3,Ref004:881,0.35,
铁骑闯阵,铁骑闯阵,,孙锦常改编、谢舒弋、刘延江绘画,孙锦常改编、谢舒弋、刘延江绘画,,孙锦常改编,孙锦常,改编,谢舒弋,谢舒弋,,刘延江绘画,刘延江,绘画,,,,,,,,,,,,,岭南美术出版社,广州,6,1987,64,,,,,Ref004:881,0.52,
铁血双雄,铁血双雄,,绕翠岚、胡翀改编、招炽挺、何国华绘画,绕翠岚、胡翀改编、招炽挺、何国华绘画,,绕翠岚,绕翠岚,,胡翀改编,胡翀,改编,招炽挺,招炽挺,,何国华绘画,何国华,绘画,,,,,,,,,,岭南美术出版社,广州,6,1987,64,,,,Flagged_Author_Core_(n)=2,Ref004:881,0.54,
海神号遇难记,海神号遇难记,,白嘉荟改编、江郁之绘画,白嘉荟改编、江郁之绘画,,白嘉荟改编,白嘉荟,改编,江郁之绘画,江郁之,绘画,,,,,,,,,,,,,,,,岭南美术出版社,广州,3,1987,64,,,,,Ref004:881,0.48,
海底幽灵,海底幽灵,,卫凤霞改编、桪年等绘画,卫凤霞改编、桪年等绘画,,卫凤霞改编,卫凤霞,改编,桪年等绘画,桪年,绘画,等绘画,等,绘画,,,,,,,,,,,,,岭南美术出版社,广州,12,1987,64,,,,Flagged_Author_Core_(n)=2,Ref004:881,0.46,
海天盗影,海天盗影,,欧阳尧佳改编、陈再殿、姚建平绘画,欧阳尧佳改编、陈再殿、姚建平绘画,,欧阳尧佳改编,欧阳尧佳,改编,陈再殿,陈再殿,,姚建平绘画,姚建平,绘画,,,,,,,,,,,,,岭南美术出版社,广州,8,1987,64,,,,,Ref004:881,0.48,
烟壶奇冤,烟壶奇冤,,欧阳尧佳、陆梦羊改编、邱兴发绘画,欧阳尧佳、陆梦羊改编、邱兴发绘画,,欧阳尧佳,欧阳尧佳,,陆梦羊改编,陆梦羊,改编,邱兴发绘画,邱兴发,绘画,,,,,,,,,,,,,岭南美术出版社,广州,8,1987,64,,,,,Ref004:881,0.48,
真话大叔,真话大叔,,黄学君等改编、李红兵等绘画,黄学君等改编、李红兵等绘画,,黄学君等改编,黄学君,改编,等改编,等,改编,李红兵等绘画,李红兵,绘画,等绘画,等,绘画,,,,,,,,,,岭南美术出版社,广州,6,1987,64,,,,,Ref004:881,0.46,
野鹰001,野鹰001,,叶耀才等改编、陈国威等绘画,叶耀才等改编、陈国威等绘画,,叶耀才等改编,叶耀才,改编,等改编,等,改编,陈国威等绘画,陈国威,绘画,等绘画,等,绘画,,,,,,,,,,岭南美术出版社,广州,6,1987,16,,,,,Ref004:881,1.1,
黄野人斗鹤鹑,黄野人斗鹤鹑,,苏方桂改编、姚柏等绘画,苏方桂改编、姚柏等绘画,,苏方桂改编,苏方桂,改编,姚柏等绘画,姚柏,绘画,等绘画,等,绘画,,,,,,,,,,,,,岭南美术出版社,广州,12,1987,64,,,,,Ref004:881,0.31,
球王李惠堂（上集）,球王李惠堂,（上集）,翠雪改编、郑林华、赵淑钦绘画,翠雪改编、郑林华、赵淑钦绘画,,翠雪改编,翠雪,改编,郑林华,郑林华,,赵淑钦绘画,赵淑钦,绘画,,,,,,,,,,,,,岭南美术出版社,广州,8,1987,64,,,,,Ref004:881,0.35,
球王李惠堂（下集）,球王李惠堂,（下集）,翠雪改编、郑林华、赵淑钦绘画,翠雪改编、郑林华、赵淑钦绘画,,翠雪改编,翠雪,改编,郑林华,郑林华,,赵淑钦绘画,赵淑钦,绘画,,,,,,,,,,,,,岭南美术出版社,广州,8,1987,64,,,,,Ref004:881,0.35,
黑林鼓声,黑林鼓声,,童灵犀改编、陈磊、程热摄影,童灵犀改编、陈磊、程热摄影,,童灵犀改编,童灵犀,改编,陈磊,陈磊,,程热摄影,程热,摄影,,,,,,,,,,,,,岭南美术出版社,广州,12,1987,64,,,,Flagged_Author_Core_(n)=3,Ref004:881,0.37,
勤姑娘与懒姑娘,勤姑娘与懒姑娘,,孙锦常等改编、陈顺安等绘画,孙锦常等改编、陈顺安等绘画,,孙锦常等改编,孙锦常,改编,等改编,等,改编,陈顺安等绘画,陈顺安,绘画,等绘画,等,绘画,,,,,,,,,,岭南美术出版社,广州,6,1987,64,,,,,Ref004:881,0.39,
富商贝尔的故事,富商贝尔的故事,,钟迈浩等改编、林伟民等绘画,钟迈浩等改编、林伟民等绘画,,钟迈浩等改编,钟迈浩,改编,等改编,等,改编,林伟民等绘画,林伟民,绘画,等绘画,等,绘画,,,,,,,,,,岭南美术出版社,广州,6,1987,64,,,,,Ref004:881,0.46,
愤怒的天使,愤怒的天使,,刘小云改编、王琨、罗夫绘画,刘小云改编、王琨、罗夫绘画,,刘小云改编,刘小云,改编,王琨,王琨,,罗夫绘画,罗夫,绘画,,,,,,,,,,,,,岭南美术出版社,广州,10,1987,64,,,,,Ref004:881,0.48,
蛙女,蛙女,,闻庄改编、罗希贤、吴大成绘画,闻庄改编、罗希贤、吴大成绘画,,闻庄改编,闻庄,改编,罗希贤,罗希贤,,吴大成绘画,吴大成,绘画,,,,,,,,,,,,,岭南美术出版社,广州,6,1987,64,,,,Flagged_Author_Core_(n)=1,Ref004:881,0.48,
象牙船之谜,象牙船之谜,,陈启炎改编、殷恩光绘,陈启炎改编、殷恩光绘,,陈启炎改编,陈启炎,改编,殷恩光绘,殷恩光,绘,,,,,,,,,,,,,,,,岭南美术出版社,广州,6,1987,64,,,,,Ref004:881,0.39,
简·爱（上集）,简·爱,（上集）,大鲁改编、吴冠英画,大鲁改编、吴冠英画,,大鲁改编,大鲁,改编,吴冠英画,吴冠英,画,,,,,,,,,,,,,,,,岭南美术出版社,广州,12,1987,64,,,,,Ref004:881,0.5,
简·爱（下集）,简·爱,（下集）,大鲁改编、吴冠英画,大鲁改编、吴冠英画,,大鲁改编,大鲁,改编,吴冠英画,吴冠英,画,,,,,,,,,,,,,,,,岭南美术出版社,广州,12,1987,64,,,,,Ref004:881,0.5,
罪恶调查科（上）（电视剧改编）,罪恶调查科,（上）（电视剧改编）,李志强等编制,李志强等编制,,李志强等编制,李志强,编制,等编制,等,编制,,,,,,,,,,,,,,,,岭南美术出版社,广州,4,1987,64,,,,,Ref004:881,0.39,
罪恶调查科（中）（电视剧改编）,罪恶调查科,（中）（电视剧改编）,李志强等编制,李志强等编制,,李志强等编制,李志强,编制,等编制,等,编制,,,,,,,,,,,,,,,,岭南美术出版社,广州,4,1987,64,,,,,Ref004:881,0.39,
罪恶调查科（下）（电视剧改编）,罪恶调查科,（下）（电视剧改编）,李志强等编制,李志强等编制,,李志强等编制,李志强,编制,等编制,等,编制,,,,,,,,,,,,,,,,岭南美术出版社,广州,4,1987,64,,,,,Ref004:881,0.39,
跳水女皇陈肖霞,跳水女皇陈肖霞,,罗衍平、子君编文、金戈、骥才绘画,罗衍平、子君编文、金戈、骥才绘画,,罗衍平,罗衍平,,子君编文,子君,编文,金戈,金戈,,骥才绘画,骥才,绘画,,,,,,,,,,岭南美术出版社,广州,8,1987,64,,,,,Ref004:881,0.39,
摔不死的人,摔不死的人,,张丽等改编、黄培忠等画,张丽等改编、黄培忠等画,,张丽等改编,张丽,改编,等改编,等,改编,黄培忠等画,黄培忠,画,等画,等,画,,,,,,,,,,岭南美术出版社,广州,6,1987,64,,,,,Ref004:881,0.46,
漩涡,漩涡,,陈洪冈改编、黄云松、张昌洵绘,陈洪冈改编、黄云松、张昌洵绘,,陈洪冈改编,陈洪冈,改编,黄云松,黄云松,,张昌洵绘,张昌洵,绘,,,,,,,,,,,,,岭南美术出版社,广州,8,1987,64,,,,,Ref004:881,0.5,
融化了的仙女,融化了的仙女,,胡子雄等改编、林伟民等绘画,胡子雄等改编、林伟民等绘画,,胡子雄等改编,胡子雄,改编,等改编,等,改编,林伟民等绘画,林伟民,绘画,等绘画,等,绘画,,,,,,,,,,岭南美术出版社,广州,6,1987,64,,,,,Ref004:881,0.48,
大侦探小卡莱,大侦探小卡莱,,尹明改编、孙平、刘田绘画,尹明改编、孙平、刘田绘画,,尹明改编,尹明,改编,孙平,孙平,,刘田绘画,刘田,绘画,,,,,,,,,,,,,新世纪出版社,广州,10,1987,64,,,,"Flagged_Author_Core_(n)=1,3",Ref004:881,0.36,
大侦探和小不点儿,大侦探和小不点儿,,尹明改编、邓志刚、刘华绘画,尹明改编、邓志刚、刘华绘画,,尹明改编,尹明,改编,邓志刚,邓志刚,,刘华绘画,刘华,绘画,,,,,,,,,,,,,新世纪出版社,广州,10,1987,64,,,,"Flagged_Author_Core_(n)=1,3",Ref004:881,0.34,
大侦探新冒险记,大侦探新冒险记,,尹明改编、孙平、刘田绘画,尹明改编、孙平、刘田绘画,,尹明改编,尹明,改编,孙平,孙平,,刘田绘画,刘田,绘画,,,,,,,,,,,,,新世纪出版社,广州,10,1987,64,,,,"Flagged_Author_Core_(n)=1,3",Ref004:881,0.32,
大破驼城阵,大破驼城阵,,谭源编文、张苗绘画,谭源编文、张苗绘画,,谭源编文,谭源,编文,张苗绘画,张苗,绘画,,,,,,,,,,,,,,,,新世纪出版社,广州,10,1987,64,,,,,Ref004:882,0.36,
环球历险记,环球历险记,,樊光平编文、郑海明、何惠洁绘画,樊光平编文、郑海明、何惠洁绘画,,樊光平编文,樊光平,编文,郑海明,郑海明,,何惠洁绘画,何惠洁,绘画,,,,,,,,,,,,,新世纪出版社,广州,10,1987,64,,,,,Ref004:882,0.39,
林肯之死,林肯之死,,樊光平编文、吴炳德绘画,樊光平编文、吴炳德绘画,,樊光平编文,樊光平,编文,吴炳德绘画,吴炳德,绘画,,,,,,,,,,,,,,,,新世纪出版社,广州,10,1987,64,,,,,Ref004:882,0.32,
快乐王子,快乐王子,,李阳改编、卓朝晖绘,李阳改编、卓朝晖绘,,李阳改编,李阳,改编,卓朝晖绘,卓朝晖,绘,,,,,,,,,,,,,,,,科普广州分社,,12,1987,64,,,,Flagged_Author_Core_(n)=1,Ref004:882,0.25,
捉“鬼”记,捉“鬼”记,,云志改编、曹子铎、梁皓绘画,云志改编、曹子铎、梁皓绘画,,云志改编,云志,改编,曹子铎,曹子铎,,梁皓绘画,梁皓,绘画,,,,,,,,,,,,,科普广州分社,,12,1987,64,,,,"Flagged_Author_Core_(n)=1,3",Ref004:882,0.25,
K岛脱险记,K岛脱险记,,李大发改编、何纬仁等绘画,李大发改编、何纬仁等绘画,,李大发改编,李大发,改编,何纬仁等绘画,何纬仁,绘画,等绘画,等,绘画,,,,,,,,,,,,,广西人民出版社,南宁,8,1987,64,,,,,Ref004:882,0.65,
军犬追踪,军犬追踪,,雷德祖绘,雷德祖绘,,雷德祖绘,雷德祖,绘,,,,,,,,,,,,,,,,,,,广西人民出版社,南宁,,1987,,,,,,Ref004:882,,
江口激战,江口激战,,凌祖余编文、闭克绘画,凌祖余编文、闭克绘画,,凌祖余编文,凌祖余,编文,闭克绘画,闭克,绘画,,,,,,,,,,,,,,,,广西人民出版社,南宁,8,1987,64,,,,,Ref004:882,0.47,
血战镇南关,血战镇南关,,阿宗改编、吴京泰画,阿宗改编、吴京泰画,,阿宗改编,阿宗,改编,吴京泰画,吴京泰,画,,,,,,,,,,,,,,,,广西人民出版社,南宁,8,1987,64,,,,Flagged_Author_Core_(n)=1,Ref004:882,0.31,
死囚的新生,死囚的新生,,唐骏、唐忠雄改编、唐骏、唐递宏绘画,唐骏、唐忠雄改编、唐骏、唐递宏绘画,,唐骏,唐骏,,唐忠雄改编,唐忠雄,改编,唐骏,唐骏,,唐递宏绘画,唐递宏,绘画,,,,,,,,,,广西人民出版社,南宁,8,1987,64,,,,,Ref004:882,0.39,
两个女孩儿,两个女孩儿,,牧坪改编、郑志明、伍岳绘画,牧坪改编、郑志明、伍岳绘画,,牧坪改编,牧坪,改编,郑志明,郑志明,,伍岳绘画,伍岳,绘画,,,,,,,,,,,,,广西人民出版社,南宁,9,1987,64,,,,,Ref004:882,0.25,
空中蛋糕,空中蛋糕,,贺起龙编译、雷似祖绘画,贺起龙编译、雷似祖绘画,,贺起龙编译,贺起龙,编译,雷似祖绘画,雷似祖,绘画,,,,,,,,,,,,,,,,广西人民出版社,南宁,8,1987,64,,,,,Ref004:882,0.33,
轰炸东京,轰炸东京,,李宝靖改编、梁启德绘画,李宝靖改编、梁启德绘画,,李宝靖改编,李宝靖,改编,梁启德绘画,梁启德,绘画,,,,,,,,,,,,,,,,广西人民出版社,南宁,9,1987,64,,,,,Ref004:882,0.29,
唐伯虎落第,唐伯虎落第,,张企荣改编、翁建明、徐静芬绘画,张企荣改编、翁建明、徐静芬绘画,,张企荣改编,张企荣,改编,翁建明,翁建明,,徐静芬绘画,徐静芬,绘画,,,,,,,,,,,,,广西人民出版社,南宁,7,1987,64,,,,,Ref004:882,0.39,
紫荆蛟龙,紫荆蛟龙,,凌祖余编文、冼小前绘画,凌祖余编文、冼小前绘画,,凌祖余编文,凌祖余,编文,冼小前绘画,冼小前,绘画,,,,,,,,,,,,,,,,广西人民出版社,南宁,8,1987,64,,,,,Ref004:882,0.41,
新绿林传（下）,新绿林传,（下）,李大发改编、谢森等绘,李大发改编、谢森等绘,,李大发改编,李大发,改编,谢森等绘,谢森,绘,等绘,等,绘,,,,,,,,,,,,,广西人民出版社,南宁,3,1987,64,,,,,Ref004:882,0.52,
嘉莲洞血案,嘉莲洞血案,,李蕾改编、陈耕才拍摄,李蕾改编、陈耕才拍摄,,李蕾改编,李蕾,改编,陈耕才拍摄,陈耕才,拍摄,,,,,,,,,,,,,,,,广西人民出版社,南宁,11,1987,64,,,,,Ref004:882,0.55,
“蟒蛇出洞”破产记,“蟒蛇出洞”破产记,,周明编绘,周明编绘,,周明编绘,周明,编绘,,,,,,,,,,,,,,,,,,,广西人民出版社,南宁,7,1987,64,,,,,Ref004:882,0.45,
九龙滩,九龙滩,,梁明、王洁红改编、黄红、贝默达绘画,梁明、王洁红改编、黄红、贝默达绘画,,梁明,梁明,,王洁红改编,王洁红,改编,黄红,黄红,,贝默达绘画,贝默达,绘画,,,,,,,,,,广西民族出版社,南宁,7,1987,64,,,,,Ref004:882,0.36,
白眉王与红伞女,白眉王与红伞女,,黎世清编文、黄其、黄秋绘画,黎世清编文、黄其、黄秋绘画,,黎世清编文,黎世清,编文,黄其,黄其,,黄秋绘画,黄秋,绘画,,,,,,,,,,,,,广西民族出版社,南宁,5,1987,64,,,,,Ref004:882,0.38,
闪击法兰西,闪击法兰西,,黄一红编文、李钊、潘爱清绘画,黄一红编文、李钊、潘爱清绘画,,黄一红编文,黄一红,编文,李钊,李钊,,潘爱清绘画,潘爱清,绘画,,,,,,,,,,,,,广西民族出版社,南宁,11,1987,64,,,,,Ref004:882,0.38,
寻找太阳的母亲,寻找太阳的母亲,,周创庆改编、陈加林、陈小林绘画,周创庆改编、陈加林、陈小林绘画,,周创庆改编,周创庆,改编,陈加林,陈加林,,陈小林绘画,陈小林,绘画,,,,,,,,,,,,,广西民族出版社,南宁,10,1987,64,,,,,Ref004:882,0.3,
希特勒之死,希特勒之死,,黄一红编文、韦文峰、苏平绘画,黄一红编文、韦文峰、苏平绘画,,黄一红编文,黄一红,编文,韦文峰,韦文峰,,苏平绘画,苏平,绘画,,,,,,,,,,,,,广西民族出版社,南宁,10,1987,64,,,,Flagged_Author_Core_(n)=3,Ref004:882,0.38,
将军的抉择,将军的抉择,,洋溢、创庆编文、梧磊、林芝绘画,洋溢、创庆编文、梧磊、林芝绘画,,洋溢,洋溢,,创庆编文,创庆,编文,梧磊,梧磊,,林芝绘画,林芝,绘画,,,,,,,,,,广西民族出版社,南宁,9,1987,64,,,,"Flagged_Author_Core_(n)=2,4",Ref004:882,0.32,
帝国特别调查官,帝国特别调查官,,覃翁编、黄菁等绘,覃翁编、黄菁等绘,,覃翁编,覃翁,编,黄菁等绘,黄菁,绘,等绘,等,绘,,,,,,,,,,,,,广西民族出版社,南宁,5,1987,64,,,,Flagged_Author_Core_(n)=1,Ref004:882,0.48,
恶魔的末日,恶魔的末日,,黄一红编文、黄道鸣、容州绘画,黄一红编文、黄道鸣、容州绘画,,黄一红编文,黄一红,编文,黄道鸣,黄道鸣,,容州绘画,容州,绘画,,,,,,,,,,,,,广西民族出版社,南宁,9,1987,64,,,,,Ref004:882,0.44,
狼穴捕“狼”,狼穴捕“狼”,,放放编、杨卫平等绘,放放编、杨卫平等绘,,放放编,放放,编,杨卫平等绘,杨卫平,绘,等绘,等,绘,,,,,,,,,,,,,广西民族出版社,南宁,9,1987,64,,,,Flagged_Author_Core_(n)=1,Ref004:882,0.45,
凌空爆炸,凌空爆炸,,苏放编、张冬峰、谢冰绘,苏放编、张冬峰、谢冰绘,,苏放编,苏放,编,张冬峰,张冬峰,,谢冰绘,谢冰,绘,,,,,,,,,,,,,广西民族出版社,南宁,4,1987,64,,,,"Flagged_Author_Core_(n)=1,3",Ref004:882,0.38,
渔火惊枪,渔火惊枪,,李葆青编、沈名存、沈名中画,李葆青编、沈名存、沈名中画,,李葆青编,李葆青,编,沈名存,沈名存,,沈名中画,沈名中,画,,,,,,,,,,,,,广西民族出版社,南宁,11,1987,64,,,,,Ref004:882,0.49,
偷袭珍珠港,偷袭珍珠港,,黄一红编文、梁伟琪、郑明绘画,黄一红编文、梁伟琪、郑明绘画,,黄一红编文,黄一红,编文,梁伟琪,梁伟琪,,郑明绘画,郑明,绘画,,,,,,,,,,,,,广西民族出版社,南宁,11,1987,64,,,,,Ref004:882,0.47,
联邦调查局奇案,联邦调查局奇案,,阿曦改编、黄卢健等绘画,阿曦改编、黄卢健等绘画,,阿曦改编,阿曦,改编,黄卢健等绘画,黄卢健,绘画,等绘画,等,绘画,,,,,,,,,,,,,广西民族出版社,南宁,11,1987,64,,,,,Ref004:882,0.38,
